x_pos,y_pos,z_pos,joint1_angle,joint2_angle,joint3_angle,joint4_angle
0.210125,-0.090000,0.205000,-0.426390,-0.428804,0.330620,0.177994
0.209700,-0.090000,0.210000,-0.427199,-0.431843,0.317501,0.169464
0.209325,-0.090000,0.215000,-0.427915,-0.433711,0.303579,0.160498
0.209000,-0.090000,0.220000,-0.428538,-0.434419,0.288885,0.151046
0.208725,-0.090000,0.225000,-0.429066,-0.433971,0.273369,0.141199
0.208500,-0.090000,0.230000,-0.429499,-0.432362,0.256908,0.131173
0.208325,-0.090000,0.235000,-0.429837,-0.429607,0.239544,0.120889
0.208200,-0.090000,0.240000,-0.430078,-0.425718,0.221296,0.110303
0.208125,-0.090000,0.245000,-0.430223,-0.420705,0.202186,0.099359
0.208100,-0.090000,0.250000,-0.430271,-0.414570,0.182200,0.088054
0.208125,-0.090000,0.255000,-0.430223,-0.407313,0.161311,0.076404
0.208200,-0.090000,0.260000,-0.430078,-0.398931,0.139483,0.064431
0.208325,-0.090000,0.265000,-0.429837,-0.389419,0.116687,0.052132
0.208500,-0.090000,0.270000,-0.429499,-0.378768,0.092882,0.039520
0.208725,-0.090000,0.275000,-0.429066,-0.366962,0.068018,0.026607
0.209000,-0.090000,0.280000,-0.428538,-0.353982,0.042043,0.013392
0.209325,-0.090000,0.285000,-0.427915,-0.339801,0.014897,-0.000127
0.209700,-0.090000,0.290000,-0.427199,-0.324387,-0.013489,-0.013957
0.210125,-0.090000,0.295000,-0.426390,-0.307696,-0.043200,-0.028107
0.210600,-0.090000,0.300000,-0.425489,-0.289673,-0.074331,-0.042591
0.211125,-0.090000,0.305000,-0.424497,-0.270250,-0.107000,-0.057430
0.211700,-0.090000,0.310000,-0.423416,-0.249340,-0.141346,-0.072652
0.212325,-0.090000,0.315000,-0.422247,-0.226836,-0.177535,-0.088294
0.213000,-0.090000,0.320000,-0.420991,-0.202598,-0.215775,-0.104407
0.213725,-0.090000,0.325000,-0.419649,-0.176450,-0.256320,-0.121071
0.214500,-0.090000,0.330000,-0.418224,-0.148160,-0.299498,-0.138374
0.215325,-0.090000,0.335000,-0.416717,-0.117424,-0.345754,-0.156404
0.216200,-0.090000,0.340000,-0.415130,-0.083819,-0.395656,-0.175356
0.217125,-0.090000,0.345000,-0.413465,-0.046743,-0.450000,-0.195530
0.218100,-0.090000,0.350000,-0.411723,-0.005301,-0.510002,-0.217277
0.217225,-0.085000,0.150000,-0.392670,-0.337013,0.435132,0.250896
0.216250,-0.085000,0.155000,-0.394356,-0.353441,0.431184,0.247523
0.215325,-0.085000,0.160000,-0.395969,-0.368671,0.426435,0.243516
0.214450,-0.085000,0.165000,-0.397506,-0.382692,0.420898,0.238870
0.213625,-0.085000,0.170000,-0.398966,-0.395503,0.414608,0.233547
0.212850,-0.085000,0.175000,-0.400346,-0.407117,0.407666,0.227398
0.212125,-0.085000,0.180000,-0.401646,-0.417584,0.400369,0.219942
0.211450,-0.085000,0.185000,-0.402863,-0.426645,0.391334,0.213518
0.210825,-0.085000,0.190000,-0.403996,-0.434244,0.380140,0.208874
0.210250,-0.085000,0.195000,-0.405044,-0.440805,0.369111,0.202117
0.209725,-0.085000,0.200000,-0.406005,-0.446200,0.357527,0.194475
0.209250,-0.085000,0.205000,-0.406879,-0.450404,0.345199,0.186277
0.208825,-0.085000,0.210000,-0.407663,-0.453417,0.332083,0.177616
0.208450,-0.085000,0.215000,-0.408358,-0.455248,0.318169,0.168517
0.208125,-0.085000,0.220000,-0.408961,-0.455914,0.303501,0.158912
0.207850,-0.085000,0.225000,-0.409474,-0.455417,0.288021,0.148905
0.207625,-0.085000,0.230000,-0.409894,-0.453749,0.271575,0.138768
0.207450,-0.085000,0.235000,-0.410221,-0.450927,0.254198,0.128439
0.207325,-0.085000,0.240000,-0.410455,-0.446973,0.235976,0.117757
0.207250,-0.085000,0.245000,-0.410595,-0.441893,0.216895,0.106733
0.207225,-0.085000,0.250000,-0.410642,-0.435693,0.196957,0.095338
0.207250,-0.085000,0.255000,-0.410595,-0.428373,0.176125,0.083608
0.207325,-0.085000,0.260000,-0.410455,-0.419934,0.154369,0.071556
0.207450,-0.085000,0.265000,-0.410221,-0.410370,0.131662,0.059183
0.207625,-0.085000,0.270000,-0.409894,-0.399675,0.107960,0.046507
0.207850,-0.085000,0.275000,-0.409474,-0.387835,0.083219,0.033536
0.208125,-0.085000,0.280000,-0.408961,-0.374834,0.057389,0.020272
0.208450,-0.085000,0.285000,-0.408358,-0.360648,0.030412,0.006715
0.208825,-0.085000,0.290000,-0.407663,-0.345246,0.002221,-0.007142
0.209250,-0.085000,0.295000,-0.406879,-0.328589,-0.027262,-0.021305
0.209725,-0.085000,0.300000,-0.406005,-0.310627,-0.058130,-0.035786
0.210250,-0.085000,0.305000,-0.405044,-0.291297,-0.090492,-0.050605
0.210825,-0.085000,0.310000,-0.403996,-0.270518,-0.124478,-0.065785
0.211450,-0.085000,0.315000,-0.402863,-0.248192,-0.160247,-0.081362
0.212125,-0.085000,0.320000,-0.401646,-0.224190,-0.197990,-0.097379
0.212850,-0.085000,0.325000,-0.400346,-0.198351,-0.237941,-0.113911
0.213625,-0.085000,0.330000,-0.398966,-0.170466,-0.280409,-0.131019
0.214450,-0.085000,0.335000,-0.397506,-0.140258,-0.325787,-0.148808
0.215325,-0.085000,0.340000,-0.395969,-0.107348,-0.374578,-0.167472
0.216250,-0.085000,0.345000,-0.394356,-0.071210,-0.427504,-0.187221
0.217225,-0.085000,0.350000,-0.392670,-0.031078,-0.485620,-0.208339
0.216400,-0.080000,0.150000,-0.373062,-0.357109,0.449100,0.259856
0.215425,-0.080000,0.155000,-0.374687,-0.373680,0.445148,0.256385
0.214500,-0.080000,0.160000,-0.376242,-0.389035,0.440399,0.252264
0.213625,-0.080000,0.165000,-0.377724,-0.403165,0.434870,0.247484
0.212800,-0.080000,0.170000,-0.379132,-0.416070,0.428601,0.242000
0.212025,-0.080000,0.175000,-0.380463,-0.427765,0.421703,0.235648
0.211300,-0.080000,0.180000,-0.381717,-0.438305,0.414487,0.227925
0.210625,-0.080000,0.185000,-0.382891,-0.447391,0.405403,0.221440
0.210000,-0.080000,0.190000,-0.383985,-0.454960,0.393995,0.217002
0.209425,-0.080000,0.195000,-0.384996,-0.461514,0.382910,0.210197
0.208900,-0.080000,0.200000,-0.385924,-0.466897,0.371306,0.202447
0.208425,-0.080000,0.205000,-0.386767,-0.471078,0.358971,0.194126
0.208000,-0.080000,0.210000,-0.387524,-0.474059,0.345855,0.185333
0.207625,-0.080000,0.215000,-0.388194,-0.475849,0.331947,0.176101
0.207300,-0.080000,0.220000,-0.388777,-0.476468,0.317307,0.166333
0.207025,-0.080000,0.225000,-0.389272,-0.475916,0.301853,0.156176
0.206800,-0.080000,0.230000,-0.389677,-0.474183,0.285416,0.145932
0.206625,-0.080000,0.235000,-0.389993,-0.471288,0.268013,0.135569
0.206500,-0.080000,0.240000,-0.390219,-0.467262,0.249809,0.124796
0.206425,-0.080000,0.245000,-0.390355,-0.462108,0.230751,0.113688
0.206400,-0.080000,0.250000,-0.390400,-0.455836,0.210851,0.102205
0.206425,-0.080000,0.255000,-0.390355,-0.448447,0.190066,0.090395
0.206500,-0.080000,0.260000,-0.390219,-0.439942,0.168373,0.078261
0.206625,-0.080000,0.265000,-0.389993,-0.430317,0.145742,0.065815
0.206800,-0.080000,0.270000,-0.389677,-0.419568,0.122131,0.053073
0.207025,-0.080000,0.275000,-0.389272,-0.407684,0.097497,0.040043
0.207300,-0.080000,0.280000,-0.388777,-0.394650,0.071794,0.026728
0.207625,-0.080000,0.285000,-0.388194,-0.380445,0.044965,0.013128
0.208000,-0.080000,0.290000,-0.387524,-0.365040,0.016947,-0.000759
0.208425,-0.080000,0.295000,-0.386767,-0.348400,-0.012335,-0.014940
0.208900,-0.080000,0.300000,-0.385923,-0.330478,-0.042969,-0.029425
0.209425,-0.080000,0.305000,-0.384996,-0.311216,-0.075059,-0.044233
0.210000,-0.080000,0.310000,-0.383985,-0.290540,-0.108726,-0.059387
0.210625,-0.080000,0.315000,-0.382891,-0.268357,-0.144123,-0.074910
0.211300,-0.080000,0.320000,-0.381717,-0.244550,-0.181426,-0.090851
0.212025,-0.080000,0.325000,-0.380463,-0.218969,-0.220857,-0.107267
0.212800,-0.080000,0.330000,-0.379132,-0.191423,-0.262700,-0.124219
0.213625,-0.080000,0.335000,-0.377724,-0.161658,-0.307307,-0.141822
0.214500,-0.080000,0.340000,-0.376242,-0.129335,-0.355145,-0.160223
0.215425,-0.080000,0.345000,-0.374687,-0.093986,-0.406865,-0.179592
0.216400,-0.080000,0.350000,-0.373062,-0.054937,-0.463383,-0.200209
0.215625,-0.075000,0.150000,-0.352905,-0.376309,0.462305,0.268297
0.214650,-0.075000,0.155000,-0.354465,-0.393016,0.458346,0.264736
0.213725,-0.075000,0.160000,-0.355956,-0.408489,0.453595,0.260508
0.212850,-0.075000,0.165000,-0.357379,-0.422722,0.448072,0.255599
0.212025,-0.075000,0.170000,-0.358730,-0.435715,0.441823,0.249957
0.211250,-0.075000,0.175000,-0.360008,-0.447485,0.434965,0.243408
0.210525,-0.075000,0.180000,-0.361211,-0.458093,0.427822,0.235434
0.209850,-0.075000,0.185000,-0.362339,-0.467187,0.418627,0.228994
0.209225,-0.075000,0.190000,-0.363388,-0.474733,0.407075,0.224640
0.208650,-0.075000,0.195000,-0.364360,-0.481271,0.395917,0.217812
0.208125,-0.075000,0.200000,-0.365251,-0.486636,0.384287,0.209965
0.207650,-0.075000,0.205000,-0.366060,-0.490790,0.371940,0.201528
0.207225,-0.075000,0.210000,-0.366788,-0.493734,0.358821,0.192607
0.206850,-0.075000,0.215000,-0.367432,-0.495478,0.344918,0.183239
0.206525,-0.075000,0.220000,-0.367992,-0.496047,0.330312,0.173294
0.206250,-0.075000,0.225000,-0.368467,-0.495434,0.314868,0.163011
0.206025,-0.075000,0.230000,-0.368856,-0.493631,0.298423,0.152681
0.205850,-0.075000,0.235000,-0.369160,-0.490657,0.280997,0.142275
0.205725,-0.075000,0.240000,-0.369377,-0.486554,0.262799,0.131418
0.205650,-0.075000,0.245000,-0.369507,-0.481323,0.243761,0.120223
0.205625,-0.075000,0.250000,-0.369551,-0.474973,0.223891,0.108655
0.205650,-0.075000,0.255000,-0.369507,-0.467508,0.203146,0.096763
0.205725,-0.075000,0.260000,-0.369377,-0.458931,0.181507,0.084549
0.205850,-0.075000,0.265000,-0.369160,-0.449239,0.158940,0.072030
0.206025,-0.075000,0.270000,-0.368856,-0.438429,0.135407,0.059221
0.206250,-0.075000,0.275000,-0.368467,-0.426492,0.110867,0.046132
0.206525,-0.075000,0.280000,-0.367992,-0.413415,0.085274,0.032764
0.206850,-0.075000,0.285000,-0.367432,-0.399179,0.058576,0.019121
0.207225,-0.075000,0.290000,-0.366788,-0.383759,0.030711,0.005200
0.207650,-0.075000,0.295000,-0.366060,-0.367120,0.001606,-0.009003
0.208125,-0.075000,0.300000,-0.365251,-0.349221,-0.028821,-0.023500
0.208650,-0.075000,0.305000,-0.364360,-0.330007,-0.060665,-0.038311
0.209225,-0.075000,0.310000,-0.363388,-0.309408,-0.094051,-0.053445
0.209850,-0.075000,0.315000,-0.362339,-0.287340,-0.129120,-0.068924
0.210525,-0.075000,0.320000,-0.361211,-0.263692,-0.166036,-0.084800
0.211250,-0.075000,0.325000,-0.360008,-0.238326,-0.205008,-0.101121
0.212025,-0.075000,0.330000,-0.358730,-0.211064,-0.246298,-0.117950
0.212850,-0.075000,0.335000,-0.357379,-0.181674,-0.290234,-0.135387
0.213725,-0.075000,0.340000,-0.355956,-0.149847,-0.337248,-0.153551
0.214650,-0.075000,0.345000,-0.354465,-0.115160,-0.387924,-0.172616
0.215625,-0.075000,0.350000,-0.352905,-0.077019,-0.443093,-0.192787
0.214900,-0.070000,0.150000,-0.332211,-0.394575,0.474759,0.276186
0.213925,-0.070000,0.155000,-0.333699,-0.411409,0.470787,0.272545
0.213000,-0.070000,0.160000,-0.335123,-0.426994,0.466027,0.268222
0.212125,-0.070000,0.165000,-0.336480,-0.441322,0.460506,0.263195
0.211300,-0.070000,0.170000,-0.337770,-0.454397,0.454272,0.257404
0.210525,-0.070000,0.175000,-0.338990,-0.466237,0.447453,0.250666
0.209800,-0.070000,0.180000,-0.340139,-0.476898,0.440331,0.242529
0.209125,-0.070000,0.185000,-0.341215,-0.485995,0.431039,0.236107
0.208500,-0.070000,0.190000,-0.342218,-0.493519,0.419374,0.231788
0.207925,-0.070000,0.195000,-0.343145,-0.500035,0.408134,0.224953
0.207400,-0.070000,0.200000,-0.343996,-0.505377,0.396473,0.217017
0.206925,-0.070000,0.205000,-0.344770,-0.509499,0.384109,0.208469
0.206500,-0.070000,0.210000,-0.345465,-0.512402,0.370984,0.199425
0.206125,-0.070000,0.215000,-0.346080,-0.514098,0.357086,0.189921
0.205800,-0.070000,0.220000,-0.346615,-0.514617,0.342528,0.179774
0.205525,-0.070000,0.225000,-0.347069,-0.513935,0.327066,0.169410
0.205300,-0.070000,0.230000,-0.347441,-0.512054,0.310586,0.159037
0.205125,-0.070000,0.235000,-0.347731,-0.509002,0.293153,0.148551
0.205000,-0.070000,0.240000,-0.347939,-0.504818,0.274955,0.137620
0.204925,-0.070000,0.245000,-0.348063,-0.499505,0.255933,0.126334
0.204900,-0.070000,0.250000,-0.348105,-0.493075,0.236085,0.114685
0.204925,-0.070000,0.255000,-0.348063,-0.485530,0.215374,0.102711
0.205000,-0.070000,0.260000,-0.347939,-0.476876,0.193779,0.090419
0.205125,-0.070000,0.265000,-0.347731,-0.467112,0.171267,0.077828
0.205300,-0.070000,0.270000,-0.347441,-0.456234,0.147801,0.064955
0.205525,-0.070000,0.275000,-0.347069,-0.444238,0.123342,0.051805
0.205800,-0.070000,0.280000,-0.346615,-0.431110,0.097846,0.038386
0.206125,-0.070000,0.285000,-0.346080,-0.416835,0.071262,0.024698
0.206500,-0.070000,0.290000,-0.345465,-0.401388,0.043531,0.010742
0.206925,-0.070000,0.295000,-0.344770,-0.384739,0.014584,-0.003489
0.207400,-0.070000,0.300000,-0.343996,-0.366848,-0.015655,-0.018010
0.207925,-0.070000,0.305000,-0.343145,-0.347665,-0.047283,-0.032830
0.208500,-0.070000,0.310000,-0.342218,-0.327124,-0.080425,-0.047938
0.209125,-0.070000,0.315000,-0.341215,-0.305145,-0.115203,-0.063385
0.209800,-0.070000,0.320000,-0.340139,-0.281626,-0.151777,-0.079208
0.210525,-0.070000,0.325000,-0.338989,-0.256437,-0.190343,-0.095454
0.211300,-0.070000,0.330000,-0.337769,-0.229414,-0.231147,-0.112178
0.212125,-0.070000,0.335000,-0.336480,-0.200340,-0.274497,-0.129468
0.213000,-0.070000,0.340000,-0.335123,-0.168932,-0.320791,-0.147443
0.213925,-0.070000,0.345000,-0.333699,-0.134807,-0.370575,-0.166218
0.214900,-0.070000,0.350000,-0.332211,-0.097441,-0.424624,-0.185908
0.214225,-0.065000,0.150000,-0.310994,-0.411864,0.486461,0.283503
0.213250,-0.065000,0.155000,-0.312405,-0.428819,0.482474,0.279788
0.212325,-0.065000,0.160000,-0.313755,-0.444507,0.477701,0.275381
0.211450,-0.065000,0.165000,-0.315042,-0.458923,0.472173,0.270251
0.210625,-0.065000,0.170000,-0.316265,-0.472071,0.465948,0.264327
0.209850,-0.065000,0.175000,-0.317423,-0.483975,0.459155,0.257420
0.209125,-0.065000,0.180000,-0.318513,-0.494679,0.452035,0.249154
0.208450,-0.065000,0.185000,-0.319535,-0.503777,0.442654,0.242740
0.207825,-0.065000,0.190000,-0.320486,-0.511275,0.430887,0.238441
0.207250,-0.065000,0.195000,-0.321366,-0.517764,0.419562,0.231603
0.206725,-0.065000,0.200000,-0.322174,-0.523079,0.407866,0.223587
0.206250,-0.065000,0.205000,-0.322908,-0.527166,0.395484,0.214935
0.205825,-0.065000,0.210000,-0.323568,-0.530026,0.382351,0.205773
0.205450,-0.065000,0.215000,-0.324152,-0.531671,0.368458,0.196132
0.205125,-0.065000,0.220000,-0.324660,-0.532140,0.353965,0.185753
0.204850,-0.065000,0.225000,-0.325091,-0.531383,0.338447,0.175370
0.204625,-0.065000,0.230000,-0.325445,-0.529419,0.321911,0.164990
0.204450,-0.065000,0.235000,-0.325720,-0.526288,0.304486,0.154395
0.204325,-0.065000,0.240000,-0.325917,-0.522021,0.286282,0.143393
0.204250,-0.065000,0.245000,-0.326036,-0.516625,0.267273,0.132018
0.204225,-0.065000,0.250000,-0.326075,-0.510111,0.247441,0.120290
0.204250,-0.065000,0.255000,-0.326036,-0.502484,0.226758,0.108236
0.204325,-0.065000,0.260000,-0.325917,-0.493750,0.205199,0.095869
0.204450,-0.065000,0.265000,-0.325720,-0.483909,0.182732,0.083210
0.204625,-0.065000,0.270000,-0.325445,-0.472961,0.159323,0.070273
0.204850,-0.065000,0.275000,-0.325091,-0.460900,0.134934,0.057066
0.205125,-0.065000,0.280000,-0.324660,-0.447716,0.109522,0.043594
0.205450,-0.065000,0.285000,-0.324152,-0.433394,0.083038,0.029862
0.205825,-0.065000,0.290000,-0.323568,-0.417913,0.055425,0.015868
0.206250,-0.065000,0.295000,-0.322908,-0.401244,0.026620,0.001602
0.206725,-0.065000,0.300000,-0.322174,-0.383350,-0.003452,-0.012948
0.207250,-0.065000,0.305000,-0.321366,-0.364182,-0.034899,-0.027757
0.207825,-0.065000,0.310000,-0.320486,-0.343682,-0.067826,-0.042849
0.208450,-0.065000,0.315000,-0.319535,-0.321772,-0.102346,-0.058273
0.209125,-0.065000,0.320000,-0.318513,-0.298357,-0.138615,-0.074059
0.209850,-0.065000,0.325000,-0.317423,-0.273314,-0.176821,-0.090244
0.210625,-0.065000,0.330000,-0.316265,-0.246489,-0.217198,-0.106880
0.211450,-0.065000,0.335000,-0.315042,-0.217682,-0.260033,-0.124051
0.212325,-0.065000,0.340000,-0.313755,-0.186630,-0.305707,-0.141837
0.213250,-0.065000,0.345000,-0.312405,-0.152984,-0.354730,-0.160333
0.214225,-0.065000,0.350000,-0.310994,-0.116256,-0.407764,-0.179758
0.213600,-0.060000,0.150000,-0.289271,-0.428129,0.497389,0.290260
0.212625,-0.060000,0.155000,-0.290599,-0.445198,0.493391,0.286469
0.211700,-0.060000,0.160000,-0.291870,-0.460982,0.488605,0.281980
0.210825,-0.060000,0.165000,-0.293083,-0.475478,0.483067,0.276758
0.210000,-0.060000,0.170000,-0.294235,-0.488693,0.476840,0.270721
0.209225,-0.060000,0.175000,-0.295325,-0.500650,0.470055,0.263682
0.208500,-0.060000,0.180000,-0.296352,-0.511388,0.462916,0.255324
0.207825,-0.060000,0.185000,-0.297314,-0.520487,0.453469,0.248885
0.207200,-0.060000,0.190000,-0.298211,-0.527958,0.441612,0.244589
0.206625,-0.060000,0.195000,-0.299040,-0.534417,0.430205,0.237747
0.206100,-0.060000,0.200000,-0.299802,-0.539702,0.418473,0.229656
0.205625,-0.060000,0.205000,-0.300494,-0.543751,0.406069,0.220907
0.205200,-0.060000,0.210000,-0.301116,-0.546565,0.392926,0.211631
0.204825,-0.060000,0.215000,-0.301666,-0.548158,0.379041,0.201851
0.204500,-0.060000,0.220000,-0.302145,-0.548581,0.364630,0.191213
0.204225,-0.060000,0.225000,-0.302552,-0.547738,0.349012,0.180887
0.204000,-0.060000,0.230000,-0.302885,-0.545691,0.332416,0.170505
0.203825,-0.060000,0.235000,-0.303145,-0.542482,0.315000,0.159799
0.203700,-0.060000,0.240000,-0.303330,-0.538130,0.296788,0.148726
0.203625,-0.060000,0.245000,-0.303442,-0.532650,0.277787,0.137267
0.203600,-0.060000,0.250000,-0.303479,-0.526051,0.257967,0.125464
0.203625,-0.060000,0.255000,-0.303442,-0.518341,0.237305,0.113333
0.203700,-0.060000,0.260000,-0.303330,-0.509525,0.215775,0.100896
0.203825,-0.060000,0.265000,-0.303145,-0.499606,0.193345,0.088173
0.204000,-0.060000,0.270000,-0.302885,-0.488585,0.169983,0.075175
0.204225,-0.060000,0.275000,-0.302552,-0.476456,0.145654,0.061912
0.204500,-0.060000,0.280000,-0.302145,-0.463211,0.120314,0.048391
0.204825,-0.060000,0.285000,-0.301666,-0.448838,0.093917,0.034615
0.205200,-0.060000,0.290000,-0.301116,-0.433317,0.066409,0.020579
0.205625,-0.060000,0.295000,-0.300494,-0.416620,0.037732,0.006271
0.206100,-0.060000,0.300000,-0.299802,-0.398713,0.007795,-0.008284
0.206625,-0.060000,0.305000,-0.299040,-0.379551,-0.023497,-0.023079
